patient_id,f0_mean,f0_std,jitter_local,jitter_rap,jitter_ppq5,shimmer_local,shimmer_apq3,shimmer_apq5,hnr_mean,hnr_std,duration
all,87.05864244371388,0.6703493052184298,0.40353473899052245,0.19262523320360977,0.2530886193183365,3.6375436929463794,1.9215097113882826,2.1712784066813438,20.914608588547026,2.516631372189297,1.66875
all,173.48673173236023,1.714761924192637,0.37182941126944624,0.20791028976368986,0.2336147392967949,2.3815745559293995,1.069130709158445,1.4913490692068063,26.425191932249902,2.2219433220598024,2.03075
all,194.25736406137207,3.8057537491915796,0.3219677366000251,0.18032528265589826,0.20583095662199927,2.6934002172304514,1.2680786096854217,1.749311811704391,21.726492167038153,1.2816777071743486,1.16375
all,219.43544161204585,5.732332329485332,0.3192340264908212,0.16314023744951509,0.19523977360682515,3.2597554226147185,1.6615746306285872,1.9883032499079953,21.93133037270594,3.286056961186928,1.3963125
all,160.4098745243476,1.8090565521229551,0.2305817298186349,0.09864753663249216,0.11914777418357127,2.2115552938826855,1.166602596130114,1.3082679310307375,30.38633753454268,3.159897980999165,1.0215625
all,137.58262014324117,2.913578934594535,6.5602553547076115,4.309171874784017,2.493805441959408,28.933987659892484,18.71036655067992,9.518898841826907,0.4595601640993863,2.086860633654625,0.9455
all,201.71733867505972,3.4401863856856085,0.674464531669111,0.40072214764104114,0.3798766500761961,2.626704051004168,1.324024192723952,1.5476160853345617,22.472017416757968,2.6031409569240296,1.7933125
all,125.73903843368105,4.16460852974101,2.4227516473823134,1.3643020528931407,1.3060561266650623,5.248759245868096,2.550595118594487,3.012855799410984,15.96739172073724,7.524838565450475,1.507
all,194.0358797159907,1.8629776640483164,0.5534357892446645,0.3273906652325988,0.33991291755690195,3.483353100176752,1.732989737177816,1.955771014180457,22.076225416834763,2.648612260124725,0.936
all,124.07788656241026,0.5303663872318645,0.4370726837937159,0.2522777708683826,0.26905622996665046,2.448358940243435,1.2912416808359402,1.6503599289628472,19.510464545542348,2.6885067265925837,2.054875
all,142.94295645958246,4.741124364816136,0.8555880200458393,0.47772179268351517,0.4321827078017665,9.314548673112649,5.702831091069394,4.731804641228167,15.54401148361732,5.643337058255675,1.2726875
all,130.39800768893477,2.538805149491222,0.8312763105177359,0.395690088515796,0.4838327349408928,13.300657558352302,7.362182551056162,7.9866458933821844,12.545503066253712,2.7422919477213994,0.5210625
all,127.41714717752853,33.26639656391359,0.9466268630551081,0.5727148462859195,0.4318413763193156,7.801673028284657,4.787554346870077,4.064832059473168,14.273920648014968,7.044223942226399,1.2365625
all,184.93283673364851,2.4606445102586445,0.19496648435201175,0.09328064781208747,0.10190466137602686,2.430580022680885,1.2601922657226456,1.389683254462695,30.053547933676544,2.8138616885094527,1.2726875
all,129.2800082148346,5.264782831611735,4.625820736941163,2.80948109699787,2.3566762841584503,9.988655801662851,5.89903891023489,5.69389752846068,8.965963949858946,5.088031710351631,1.01525
all,178.90434605056322,24.697507043196552,2.532773889095038,1.3718516796368339,1.5289590084743978,18.04045680847356,8.829558437076244,11.410353003483136,3.755633100053631,3.812075330934411,1.842125
all,130.53064707861947,0.8865947518346451,0.2810477126134764,0.13845161578558302,0.19151483226617227,1.7526891460251863,0.7671835501370806,1.0104736784163615,28.357186751624578,4.046957555144593,0.7223125
all,89.52733390750718,0.6156705803866125,0.2792991979936905,0.1233123333320542,0.16197530548875805,2.2759385708343554,1.1908125502534848,1.4435949112209032,27.899032397088025,3.2886319076769035,1.7776875
all,241.35708523433195,1.4376237713879156,0.5725900068430917,0.3137869059341322,0.3714087730408041,4.2797783976477755,2.0893026355672926,2.8590887791989825,18.508707598832142,3.323385035241862,0.780625
all,121.97308233895681,1.3148079341348915,3.5445914661754707,2.331187976392428,1.54506413043902,5.660814349406582,3.107727339557613,2.220975944071981,25.766699741783572,10.333758199470681,1.6445625
all,176.2937401604147,3.6149032464875415,0.4200764592871379,0.2203668002789647,0.24457082617500978,3.233435787109313,1.6490870824674506,1.981754770939988,23.53491153563789,1.7879585746746094,1.192
all,147.98978054464195,1.9010994352703259,0.6467354858550028,0.37990363888894796,0.39082429899571147,3.3080615466375196,1.4674801533975441,2.334450092262108,19.742323879498382,1.2058501693244001,0.8343125
all,107.19535937985228,0.8512214453184191,0.5188488209103561,0.2901600886535719,0.29801030229047,5.438988220387517,2.914039640659279,3.1823118288471295,21.04479875679128,2.7861917107464316,0.936
all,112.68261660521438,2.3119720231266645,0.5878160100852767,0.29744572985105566,0.3231724503495462,2.2219979394215,1.068096037287668,1.3754396989207551,21.437945401572904,3.163218036590624,1.89375
all,188.52560048552024,2.6000211873377523,0.4666896529336746,0.26339763125092813,0.29442260344710686,3.116228548057071,1.5529233173784125,1.9421018146870195,25.110068614568167,2.8138889364583957,2.0075625
all,169.91813859817694,1.656615249519318,0.4951112148468404,0.2936158128687137,0.26121913561248655,2.3865407469745996,1.1403442658035947,1.1864432530432476,21.403294620060077,1.8105494574057621,0.6046875
all,157.8296555947148,1.4499153054311642,0.37381892063710304,0.15670006993255375,0.21485644374710913,3.6291016556435207,1.7309008507424628,2.225180429954845,21.425988776050428,2.2021295618692878,1.45625
all,187.60424580718416,0.9709459310174449,0.5987440842886556,0.3793732026141919,0.28456974912456406,4.004887820101585,2.606475388794626,1.77819487727917,22.30987968712509,1.5049916570248132,1.8108125
all,163.1259555244958,2.1172325769344833,0.2497200412918741,0.08131427919331553,0.1120644735651049,1.8209870952333416,1.0171807612017008,1.1151438386284902,26.75300817044776,2.4186253749957847,1.906375
all,166.08838095036884,1.9229428199447876,0.4614427561531297,0.2656995616666973,0.2669959725290924,3.923749885906971,1.777737669552903,2.3598588634089688,21.385274119803032,2.2080802644560404,1.6790625
all,188.90186070965473,8.804149565757449,4.452253320048549,2.7076502986710476,2.978775910673069,14.441183007815095,7.60357212181516,9.522152464151302,10.174056448348642,3.8603221376602477,1.1043125
all,90.23046758398701,2.2573200389254793,0.9429200184107879,0.4356372725527586,0.5846419240243547,4.858898350076233,2.20868953123349,3.0290865270439458,21.01154791054807,3.0168454265000957,0.9051875
all,128.28793928479124,1.5436700216767423,0.2559532515336098,0.11649151274767339,0.15153476595238713,3.3608120794248784,1.8442853421102454,2.160237978120928,25.12071162636185,2.4492120678921054,1.256875
all,204.69581740010454,3.4517245354048347,0.337573293448392,0.19058756995928475,0.2037314960062665,3.0557981463589567,1.6531798842637286,1.8198749130494278,24.738059899803034,2.2573348001306806,0.6946875
all,186.72325690010288,61.81822296632789,2.14061747752107,1.1631346171811425,1.294111579445994,12.891523823816067,6.234040320170999,7.241828106190175,10.510357652225673,4.9492737165342024,0.8171875
all,163.58632251316945,33.45685379088578,2.0828997775554736,1.140153065665067,1.118963825009991,8.07955572504874,3.986436291349782,4.778056980662782,14.204339046340719,7.570156522544867,0.769125
all,111.57218395891431,1.6744576390593595,0.514201960897689,0.2759642536115603,0.2759167692665064,3.4292286302983928,1.861367030166845,1.9115339302342242,20.849986388606425,3.446885103424908,1.1805625
all,206.48559585791907,38.63776664020239,0.4909858593255183,0.24193679036726298,0.2667185515549846,3.4921419137280543,1.746952540289746,2.283735444566403,22.775153314242836,3.818570511273059,0.9905
all,115.6860985121833,40.732280502349504,0.4512709999425783,0.21717182523554812,0.29340976172072014,5.381825287218488,2.786482903035599,3.5607336998403625,18.511525595154207,4.44401134711927,2.03975
all,112.98826399500841,0.8095932798150128,0.2718876787106654,0.1423349486833467,0.17158847429143395,2.5063362389585446,1.2050425333831063,1.7712365987570355,26.131510573395204,4.770766458859233,0.9576875
all,122.20365956199078,1.9514024155944862,0.5554773666513438,0.24877806911799577,0.3425465821166462,4.141735942122612,2.115698888989283,2.615116307792981,17.641627112067855,5.0669091463601275,1.906375
all,88.31608183097411,9.242654458090838,2.751235057138677,1.269008768871579,1.9336131594739903,16.659629382143244,8.825003361529982,10.091746049759971,5.17318913730932,3.322312506239677,1.9215
all,136.78799041025133,3.0717510457184294,3.0785201053696607,1.8484032859056447,1.6402212944886843,21.995717484056392,13.395282414903706,9.43036600213214,5.118260808130259,3.5144544108196327,2.024625
all,90.3488743543738,1.8929226733944065,0.5750827003052432,0.23708818164793208,0.32025744511119797,2.72171416353727,1.421958919387467,1.6607494407442989,23.047393234009192,4.3743948815118125,1.776625
all,152.73690465264008,2.731183883254336,0.5056959683945101,0.28336473348954283,0.3120430709985039,3.0658567971726036,1.5708501461531454,1.992490074161234,19.77776640765553,1.9708723125989172,1.3518125
all,97.62612452644575,2.2052337650974367,4.322735294356409,2.854044823827505,1.8824989281038946,25.417970122939714,14.032713603164607,8.22468444289302,11.797223942602024,8.000935177562111,1.702875
all,115.86327617325459,6.508277922381174,0.5520823595351045,0.17254207708414623,0.24932433087804887,2.5694267053204967,0.8954423944908866,1.4995522008158668,23.001623428952094,4.579993527421469,0.6683125
all,105.42307836048366,1.1949831029796827,0.28847149043812664,0.12039214407718674,0.16006031279821456,2.9300155792039604,1.1690887827783367,1.6165277694917621,26.658373575630055,3.819571558585629,1.6984375
all,87.93596207777749,2.1112300151770125,4.861347621655163,3.1040531624843855,3.130641831654192,19.488074532195668,10.712825393918166,13.925589159368162,2.651157799611915,2.325857725292866,1.708
